SR_TYPE,YEAR_MONTH,COMMUNITY_AREA,RESPONSE_DAYS_MEDIAN
Sign Repair Request - All Other Signs,2024-05,26,1.9
Sign Repair Request - All Other Signs,2024-05,27,309.4
Sign Repair Request - All Other Signs,2024-05,28,122.9
Sign Repair Request - All Other Signs,2024-05,29,0.0
Sign Repair Request - All Other Signs,2024-05,30,20.8
Sign Repair Request - All Other Signs,2024-05,31,4.1
Sign Repair Request - All Other Signs,2024-05,32,273.1
Sign Repair Request - All Other Signs,2024-05,33,355.0
Sign Repair Request - All Other Signs,2024-05,34,322.8
Sign Repair Request - All Other Signs,2024-05,35,356.8
Sign Repair Request - All Other Signs,2024-05,37,477.1
Sign Repair Request - All Other Signs,2024-05,38,160.9
Sign Repair Request - All Other Signs,2024-05,39,342.7
Sign Repair Request - All Other Signs,2024-05,40,76.0
Sign Repair Request - All Other Signs,2024-05,41,161.9
Sign Repair Request - All Other Signs,2024-05,42,382.0
Sign Repair Request - All Other Signs,2024-05,43,50.9
Sign Repair Request - All Other Signs,2024-05,44,90.9
Sign Repair Request - All Other Signs,2024-05,45,265.9
Sign Repair Request - All Other Signs,2024-05,46,1.0
Sign Repair Request - All Other Signs,2024-05,47,58.7
Sign Repair Request - All Other Signs,2024-05,48,57.0
Sign Repair Request - All Other Signs,2024-05,49,217.4
Sign Repair Request - All Other Signs,2024-05,51,0.8
Sign Repair Request - All Other Signs,2024-05,52,0.0
Sign Repair Request - All Other Signs,2024-05,53,383.5
Sign Repair Request - All Other Signs,2024-05,55,0.4
Sign Repair Request - All Other Signs,2024-05,56,293.7
Sign Repair Request - All Other Signs,2024-05,57,52.9
Sign Repair Request - All Other Signs,2024-05,58,253.8
Sign Repair Request - All Other Signs,2024-05,59,10.9
Sign Repair Request - All Other Signs,2024-05,60,252.8
Sign Repair Request - All Other Signs,2024-05,61,79.7
Sign Repair Request - All Other Signs,2024-05,62,274.6
Sign Repair Request - All Other Signs,2024-05,63,127.3
Sign Repair Request - All Other Signs,2024-05,64,149.7
Sign Repair Request - All Other Signs,2024-05,65,24.3
Sign Repair Request - All Other Signs,2024-05,66,143.8
Sign Repair Request - All Other Signs,2024-05,67,364.1
Sign Repair Request - All Other Signs,2024-05,68,83.7
Sign Repair Request - All Other Signs,2024-05,69,116.3
Sign Repair Request - All Other Signs,2024-05,70,118.8
Sign Repair Request - All Other Signs,2024-05,71,0.0
Sign Repair Request - All Other Signs,2024-05,72,7.6
Sign Repair Request - All Other Signs,2024-05,73,243.3
Sign Repair Request - All Other Signs,2024-05,74,21.3
Sign Repair Request - All Other Signs,2024-05,75,478.1
Sign Repair Request - All Other Signs,2024-05,76,78.9
Sign Repair Request - All Other Signs,2024-05,77,3.7
Sign Repair Request - All Other Signs,2024-06,1,416.7
Sign Repair Request - All Other Signs,2024-06,2,412.8
Sign Repair Request - All Other Signs,2024-06,3,368.1
Sign Repair Request - All Other Signs,2024-06,4,6.8
Sign Repair Request - All Other Signs,2024-06,5,214.9
Sign Repair Request - All Other Signs,2024-06,6,41.4
Sign Repair Request - All Other Signs,2024-06,7,220.9
Sign Repair Request - All Other Signs,2024-06,8,235.9
Sign Repair Request - All Other Signs,2024-06,9,0.0
Sign Repair Request - All Other Signs,2024-06,10,25.8
Sign Repair Request - All Other Signs,2024-06,11,185.2
Sign Repair Request - All Other Signs,2024-06,12,236.7
Sign Repair Request - All Other Signs,2024-06,13,385.6
Sign Repair Request - All Other Signs,2024-06,14,66.8
Sign Repair Request - All Other Signs,2024-06,15,63.5
Sign Repair Request - All Other Signs,2024-06,16,388.0
Sign Repair Request - All Other Signs,2024-06,17,455.1
Sign Repair Request - All Other Signs,2024-06,18,335.9
Sign Repair Request - All Other Signs,2024-06,19,330.7
Sign Repair Request - All Other Signs,2024-06,20,338.8
Sign Repair Request - All Other Signs,2024-06,21,100.8
Sign Repair Request - All Other Signs,2024-06,22,18.8
Sign Repair Request - All Other Signs,2024-06,23,347.8
Sign Repair Request - All Other Signs,2024-06,24,277.9
Sign Repair Request - All Other Signs,2024-06,25,349.8
Sign Repair Request - All Other Signs,2024-06,26,
Sign Repair Request - All Other Signs,2024-06,27,277.0
Sign Repair Request - All Other Signs,2024-06,28,0.0
Sign Repair Request - All Other Signs,2024-06,29,8.5
Sign Repair Request - All Other Signs,2024-06,30,258.8
Sign Repair Request - All Other Signs,2024-06,31,3.7
Sign Repair Request - All Other Signs,2024-06,32,216.7
Sign Repair Request - All Other Signs,2024-06,33,360.0
Sign Repair Request - All Other Signs,2024-06,34,298.9
Sign Repair Request - All Other Signs,2024-06,35,328.7
Sign Repair Request - All Other Signs,2024-06,36,0.0
Sign Repair Request - All Other Signs,2024-06,37,24.5
Sign Repair Request - All Other Signs,2024-06,38,138.9
Sign Repair Request - All Other Signs,2024-06,39,153.5
Sign Repair Request - All Other Signs,2024-06,40,140.7
Sign Repair Request - All Other Signs,2024-06,41,90.7
Sign Repair Request - All Other Signs,2024-06,42,53.9
Sign Repair Request - All Other Signs,2024-06,43,74.0
Sign Repair Request - All Other Signs,2024-06,44,237.3
Sign Repair Request - All Other Signs,2024-06,45,59.3
Sign Repair Request - All Other Signs,2024-06,46,73.9
Sign Repair Request - All Other Signs,2024-06,48,63.8
Sign Repair Request - All Other Signs,2024-06,49,116.5
Sign Repair Request - All Other Signs,2024-06,50,68.3
Sign Repair Request - All Other Signs,2024-06,51,8.8
Sign Repair Request - All Other Signs,2024-06,52,6.8
Sign Repair Request - All Other Signs,2024-06,53,246.9
Sign Repair Request - All Other Signs,2024-06,54,217.8
Sign Repair Request - All Other Signs,2024-06,55,216.8
Sign Repair Request - All Other Signs,2024-06,56,593.3
Sign Repair Request - All Other Signs,2024-06,57,61.7
Sign Repair Request - All Other Signs,2024-06,58,237.8
Sign Repair Request - All Other Signs,2024-06,59,0.0
Sign Repair Request - All Other Signs,2024-06,60,307.0
Sign Repair Request - All Other Signs,2024-06,61,85.6
Sign Repair Request - All Other Signs,2024-06,62,249.3
Sign Repair Request - All Other Signs,2024-06,63,252.2
Sign Repair Request - All Other Signs,2024-06,64,154.4
Sign Repair Request - All Other Signs,2024-06,65,185.7
Sign Repair Request - All Other Signs,2024-06,66,122.9
Sign Repair Request - All Other Signs,2024-06,67,503.9
Sign Repair Request - All Other Signs,2024-06,68,104.0
Sign Repair Request - All Other Signs,2024-06,69,356.1
Sign Repair Request - All Other Signs,2024-06,70,285.1
Sign Repair Request - All Other Signs,2024-06,71,25.9
Sign Repair Request - All Other Signs,2024-06,72,
Sign Repair Request - All Other Signs,2024-06,73,73.9
Sign Repair Request - All Other Signs,2024-06,75,99.3
Sign Repair Request - All Other Signs,2024-06,77,4.1
Sign Repair Request - All Other Signs,2024-07,1,588.0
Sign Repair Request - All Other Signs,2024-07,2,364.9
Sign Repair Request - All Other Signs,2024-07,3,126.8
Sign Repair Request - All Other Signs,2024-07,4,305.0
Sign Repair Request - All Other Signs,2024-07,5,277.5
Sign Repair Request - All Other Signs,2024-07,6,47.6
Sign Repair Request - All Other Signs,2024-07,7,212.3
Sign Repair Request - All Other Signs,2024-07,8,201.7
Sign Repair Request - All Other Signs,2024-07,9,9.1
Sign Repair Request - All Other Signs,2024-07,10,304.3
Sign Repair Request - All Other Signs,2024-07,11,54.3
Sign Repair Request - All Other Signs,2024-07,12,392.0
Sign Repair Request - All Other Signs,2024-07,13,330.1
Sign Repair Request - All Other Signs,2024-07,14,36.9
Sign Repair Request - All Other Signs,2024-07,15,198.3
Sign Repair Request - All Other Signs,2024-07,16,37.1
Sign Repair Request - All Other Signs,2024-07,17,429.0
Sign Repair Request - All Other Signs,2024-07,18,319.5
Sign Repair Request - All Other Signs,2024-07,19,300.1
Sign Repair Request - All Other Signs,2024-07,20,312.7
Sign Repair Request - All Other Signs,2024-07,21,80.8
Sign Repair Request - All Other Signs,2024-07,22,317.7
Sign Repair Request - All Other Signs,2024-07,23,312.2
Sign Repair Request - All Other Signs,2024-07,24,181.1
Sign Repair Request - All Other Signs,2024-07,25,304.6
Sign Repair Request - All Other Signs,2024-07,26,328.9
Sign Repair Request - All Other Signs,2024-07,27,333.1
Sign Repair Request - All Other Signs,2024-07,28,196.1
Sign Repair Request - All Other Signs,2024-07,29,428.1
Sign Repair Request - All Other Signs,2024-07,30,132.5
Sign Repair Request - All Other Signs,2024-07,31,5.2
Sign Repair Request - All Other Signs,2024-07,32,217.6
Sign Repair Request - All Other Signs,2024-07,33,287.2
Sign Repair Request - All Other Signs,2024-07,34,274.8
Sign Repair Request - All Other Signs,2024-07,35,142.7
Sign Repair Request - All Other Signs,2024-07,36,
Sign Repair Request - All Other Signs,2024-07,37,12.7
Sign Repair Request - All Other Signs,2024-07,38,294.9
Sign Repair Request - All Other Signs,2024-07,39,349.2
Sign Repair Request - All Other Signs,2024-07,40,276.1
Sign Repair Request - All Other Signs,2024-07,41,600.7
Sign Repair Request - All Other Signs,2024-07,42,20.4
Sign Repair Request - All Other Signs,2024-07,43,0.0
Sign Repair Request - All Other Signs,2024-07,44,179.4
Sign Repair Request - All Other Signs,2024-07,45,
Sign Repair Request - All Other Signs,2024-07,46,42.2
Sign Repair Request - All Other Signs,2024-07,48,47.9
Sign Repair Request - All Other Signs,2024-07,49,0.0
Sign Repair Request - All Other Signs,2024-07,51,0.0
Sign Repair Request - All Other Signs,2024-07,52,330.0
Sign Repair Request - All Other Signs,2024-07,53,530.3
Sign Repair Request - All Other Signs,2024-07,54,3.8
Sign Repair Request - All Other Signs,2024-07,55,2.6
Sign Repair Request - All Other Signs,2024-07,56,105.3
Sign Repair Request - All Other Signs,2024-07,57,17.9
Sign Repair Request - All Other Signs,2024-07,58,218.0
Sign Repair Request - All Other Signs,2024-07,59,5.5
Sign Repair Request - All Other Signs,2024-07,60,263.0
Sign Repair Request - All Other Signs,2024-07,61,72.7
Sign Repair Request - All Other Signs,2024-07,62,208.5
Sign Repair Request - All Other Signs,2024-07,63,238.8
Sign Repair Request - All Other Signs,2024-07,64,82.8
Sign Repair Request - All Other Signs,2024-07,65,147.3
Sign Repair Request - All Other Signs,2024-07,66,46.7
Sign Repair Request - All Other Signs,2024-07,67,67.8
Sign Repair Request - All Other Signs,2024-07,68,211.9
Sign Repair Request - All Other Signs,2024-07,69,78.7
Sign Repair Request - All Other Signs,2024-07,70,255.0
Sign Repair Request - All Other Signs,2024-07,71,24.9
Sign Repair Request - All Other Signs,2024-07,72,0.0
Sign Repair Request - All Other Signs,2024-07,73,379.6
Sign Repair Request - All Other Signs,2024-07,74,
Sign Repair Request - All Other Signs,2024-07,75,1.6
Sign Repair Request - All Other Signs,2024-07,76,404.0
Sign Repair Request - All Other Signs,2024-07,77,1.4
Sign Repair Request - All Other Signs,2024-08,1,211.8
Sign Repair Request - All Other Signs,2024-08,2,332.6
Sign Repair Request - All Other Signs,2024-08,3,127.6
Sign Repair Request - All Other Signs,2024-08,4,249.9
Sign Repair Request - All Other Signs,2024-08,5,279.5
Sign Repair Request - All Other Signs,2024-08,6,260.8
Sign Repair Request - All Other Signs,2024-08,7,80.0
Sign Repair Request - All Other Signs,2024-08,8,185.0
Sign Repair Request - All Other Signs,2024-08,9,341.1
Sign Repair Request - All Other Signs,2024-08,10,26.0
Sign Repair Request - All Other Signs,2024-08,11,8.1
Sign Repair Request - All Other Signs,2024-08,12,18.4
Sign Repair Request - All Other Signs,2024-08,13,39.3
Sign Repair Request - All Other Signs,2024-08,14,459.9
Sign Repair Request - All Other Signs,2024-08,15,318.2
Sign Repair Request - All Other Signs,2024-08,16,99.7
Sign Repair Request - All Other Signs,2024-08,17,419.6
Sign Repair Request - All Other Signs,2024-08,18,356.0
Sign Repair Request - All Other Signs,2024-08,19,270.4
Sign Repair Request - All Other Signs,2024-08,20,262.9
Sign Repair Request - All Other Signs,2024-08,21,167.9
Sign Repair Request - All Other Signs,2024-08,22,0.0
Sign Repair Request - All Other Signs,2024-08,23,333.7
Sign Repair Request - All Other Signs,2024-08,24,0.0
Sign Repair Request - All Other Signs,2024-08,25,265.8
Sign Repair Request - All Other Signs,2024-08,26,43.9
Sign Repair Request - All Other Signs,2024-08,27,164.3
Sign Repair Request - All Other Signs,2024-08,28,224.4
Sign Repair Request - All Other Signs,2024-08,29,237.2
Sign Repair Request - All Other Signs,2024-08,30,94.8
Sign Repair Request - All Other Signs,2024-08,31,14.6
Sign Repair Request - All Other Signs,2024-08,32,175.0
Sign Repair Request - All Other Signs,2024-08,33,82.5
Sign Repair Request - All Other Signs,2024-08,34,339.3
Sign Repair Request - All Other Signs,2024-08,35,244.4
Sign Repair Request - All Other Signs,2024-08,36,249.9
Sign Repair Request - All Other Signs,2024-08,38,259.9
Sign Repair Request - All Other Signs,2024-08,39,434.4
Sign Repair Request - All Other Signs,2024-08,41,35.8
Sign Repair Request - All Other Signs,2024-08,42,166.0
Sign Repair Request - All Other Signs,2024-08,43,188.0
Sign Repair Request - All Other Signs,2024-08,44,1.9
Sign Repair Request - All Other Signs,2024-08,45,40.6
Sign Repair Request - All Other Signs,2024-08,46,106.8
Sign Repair Request - All Other Signs,2024-08,48,117.2
Sign Repair Request - All Other Signs,2024-08,49,63.7
Sign Repair Request - All Other Signs,2024-08,51,37.8
Sign Repair Request - All Other Signs,2024-08,52,74.9
Sign Repair Request - All Other Signs,2024-08,53,138.3
Sign Repair Request - All Other Signs,2024-08,54,1.0
Sign Repair Request - All Other Signs,2024-08,55,169.5
Sign Repair Request - All Other Signs,2024-08,56,491.5
Sign Repair Request - All Other Signs,2024-08,57,161.4
Sign Repair Request - All Other Signs,2024-08,58,2.7
Sign Repair Request - All Other Signs,2024-08,59,84.7
Sign Repair Request - All Other Signs,2024-08,60,249.8
Sign Repair Request - All Other Signs,2024-08,61,65.3
Sign Repair Request - All Other Signs,2024-08,62,182.0
Sign Repair Request - All Other Signs,2024-08,63,196.5
Sign Repair Request - All Other Signs,2024-08,64,175.0
Sign Repair Request - All Other Signs,2024-08,65,192.6
Sign Repair Request - All Other Signs,2024-08,66,205.9
Sign Repair Request - All Other Signs,2024-08,67,96.8
Sign Repair Request - All Other Signs,2024-08,68,50.3
Sign Repair Request - All Other Signs,2024-08,69,241.6
Sign Repair Request - All Other Signs,2024-08,70,146.0
Sign Repair Request - All Other Signs,2024-08,71,75.4
Sign Repair Request - All Other Signs,2024-08,72,6.0
Sign Repair Request - All Other Signs,2024-08,73,116.1
Sign Repair Request - All Other Signs,2024-08,75,12.9
Sign Repair Request - All Other Signs,2024-08,76,20.2
Sign Repair Request - All Other Signs,2024-08,77,138.8
Sign Repair Request - All Other Signs,2024-09,1,139.9
Sign Repair Request - All Other Signs,2024-09,2,19.1
Sign Repair Request - All Other Signs,2024-09,3,144.3
Sign Repair Request - All Other Signs,2024-09,4,20.9
Sign Repair Request - All Other Signs,2024-09,5,255.0
Sign Repair Request - All Other Signs,2024-09,6,15.9
Sign Repair Request - All Other Signs,2024-09,7,215.8
Sign Repair Request - All Other Signs,2024-09,8,136.9
Sign Repair Request - All Other Signs,2024-09,9,45.9
Sign Repair Request - All Other Signs,2024-09,10,251.0
Sign Repair Request - All Other Signs,2024-09,11,28.9
Sign Repair Request - All Other Signs,2024-09,12,37.0
Sign Repair Request - All Other Signs,2024-09,13,295.8
Sign Repair Request - All Other Signs,2024-09,14,287.7
Sign Repair Request - All Other Signs,2024-09,15,173.4
Sign Repair Request - All Other Signs,2024-09,16,297.0
Sign Repair Request - All Other Signs,2024-09,17,354.5
Sign Repair Request - All Other Signs,2024-09,18,297.6
Sign Repair Request - All Other Signs,2024-09,19,243.8
Sign Repair Request - All Other Signs,2024-09,20,260.0
Sign Repair Request - All Other Signs,2024-09,21,135.1
Sign Repair Request - All Other Signs,2024-09,22,296.6
Sign Repair Request - All Other Signs,2024-09,23,246.4
Sign Repair Request - All Other Signs,2024-09,24,199.5
Sign Repair Request - All Other Signs,2024-09,25,236.3
Sign Repair Request - All Other Signs,2024-09,26,202.9
Sign Repair Request - All Other Signs,2024-09,27,301.3
Sign Repair Request - All Other Signs,2024-09,28,42.8
Sign Repair Request - All Other Signs,2024-09,29,5.5
Sign Repair Request - All Other Signs,2024-09,30,57.1
Sign Repair Request - All Other Signs,2024-09,31,9.7
Sign Repair Request - All Other Signs,2024-09,32,159.4
Sign Repair Request - All Other Signs,2024-09,33,247.9
Sign Repair Request - All Other Signs,2024-09,34,54.6
Sign Repair Request - All Other Signs,2024-09,35,239.9
Sign Repair Request - All Other Signs,2024-09,37,222.9
Sign Repair Request - All Other Signs,2024-09,38,145.4
Sign Repair Request - All Other Signs,2024-09,39,435.3
Sign Repair Request - All Other Signs,2024-09,40,
Sign Repair Request - All Other Signs,2024-09,41,40.2
Sign Repair Request - All Other Signs,2024-09,42,313.8
Sign Repair Request - All Other Signs,2024-09,43,20.6
Sign Repair Request - All Other Signs,2024-09,44,31.1
Sign Repair Request - All Other Signs,2024-09,45,0.0
Sign Repair Request - All Other Signs,2024-09,46,205.5
Sign Repair Request - All Other Signs,2024-09,47,43.1
Sign Repair Request - All Other Signs,2024-09,48,207.7
Sign Repair Request - All Other Signs,2024-09,49,35.9
Sign Repair Request - All Other Signs,2024-09,50,160.8
Sign Repair Request - All Other Signs,2024-09,51,37.6
Sign Repair Request - All Other Signs,2024-09,52,6.0
Sign Repair Request - All Other Signs,2024-09,53,
Sign Repair Request - All Other Signs,2024-09,54,19.0
Sign Repair Request - All Other Signs,2024-09,56,188.0
Sign Repair Request - All Other Signs,2024-09,57,5.5
Sign Repair Request - All Other Signs,2024-09,58,32.4
Sign Repair Request - All Other Signs,2024-09,59,41.6
Sign Repair Request - All Other Signs,2024-09,60,220.5
Sign Repair Request - All Other Signs,2024-09,61,162.8
Sign Repair Request - All Other Signs,2024-09,62,141.4
Sign Repair Request - All Other Signs,2024-09,63,168.0
Sign Repair Request - All Other Signs,2024-09,64,16.3
Sign Repair Request - All Other Signs,2024-09,65,142.1
Sign Repair Request - All Other Signs,2024-09,66,162.7
Sign Repair Request - All Other Signs,2024-09,68,291.6
Sign Repair Request - All Other Signs,2024-09,69,25.9
Sign Repair Request - All Other Signs,2024-09,70,184.9
Sign Repair Request - All Other Signs,2024-09,71,40.3
Sign Repair Request - All Other Signs,2024-09,72,79.0
Sign Repair Request - All Other Signs,2024-09,73,502.0
Sign Repair Request - All Other Signs,2024-09,74,
Sign Repair Request - All Other Signs,2024-09,75,27.0
Sign Repair Request - All Other Signs,2024-09,76,6.0
Sign Repair Request - All Other Signs,2024-09,77,133.9
Sign Repair Request - All Other Signs,2024-10,1,27.0
Sign Repair Request - All Other Signs,2024-10,2,274.6
Sign Repair Request - All Other Signs,2024-10,3,230.5
Sign Repair Request - All Other Signs,2024-10,4,27.5
Sign Repair Request - All Other Signs,2024-10,5,203.9
Sign Repair Request - All Other Signs,2024-10,6,64.4
Sign Repair Request - All Other Signs,2024-10,7,189.0
Sign Repair Request - All Other Signs,2024-10,8,97.1
Sign Repair Request - All Other Signs,2024-10,9,4.7
Sign Repair Request - All Other Signs,2024-10,10,316.1
Sign Repair Request - All Other Signs,2024-10,11,5.9
Sign Repair Request - All Other Signs,2024-10,12,288.5
Sign Repair Request - All Other Signs,2024-10,13,416.5
Sign Repair Request - All Other Signs,2024-10,14,213.8
Sign Repair Request - All Other Signs,2024-10,15,223.9
Sign Repair Request - All Other Signs,2024-10,16,14.9
Sign Repair Request - All Other Signs,2024-10,17,339.9
Sign Repair Request - All Other Signs,2024-10,18,65.8
Sign Repair Request - All Other Signs,2024-10,19,235.1
Sign Repair Request - All Other Signs,2024-10,20,355.9
Sign Repair Request - All Other Signs,2024-10,21,114.5
Sign Repair Request - All Other Signs,2024-10,22,197.6
Sign Repair Request - All Other Signs,2024-10,23,262.8
Sign Repair Request - All Other Signs,2024-10,24,246.3
Sign Repair Request - All Other Signs,2024-10,25,342.8
Sign Repair Request - All Other Signs,2024-10,26,210.1
Sign Repair Request - All Other Signs,2024-10,27,363.6
Sign Repair Request - All Other Signs,2024-10,28,102.9
Sign Repair Request - All Other Signs,2024-10,29,4.2
Sign Repair Request - All Other Signs,2024-10,30,27.2
Sign Repair Request - All Other Signs,2024-10,31,133.8
Sign Repair Request - All Other Signs,2024-10,32,6.5
Sign Repair Request - All Other Signs,2024-10,33,196.6
Sign Repair Request - All Other Signs,2024-10,34,181.3
Sign Repair Request - All Other Signs,2024-10,35,211.6
Sign Repair Request - All Other Signs,2024-10,36,408.5
Sign Repair Request - All Other Signs,2024-10,37,1.1
Sign Repair Request - All Other Signs,2024-10,38,332.4
Sign Repair Request - All Other Signs,2024-10,39,149.4
Sign Repair Request - All Other Signs,2024-10,41,150.5
Sign Repair Request - All Other Signs,2024-10,42,1.5
Sign Repair Request - All Other Signs,2024-10,43,14.5
Sign Repair Request - All Other Signs,2024-10,44,112.0
Sign Repair Request - All Other Signs,2024-10,45,156.2
Sign Repair Request - All Other Signs,2024-10,46,180.7
Sign Repair Request - All Other Signs,2024-10,47,
Sign Repair Request - All Other Signs,2024-10,48,33.7
Sign Repair Request - All Other Signs,2024-10,49,47.4
Sign Repair Request - All Other Signs,2024-10,50,95.8
Sign Repair Request - All Other Signs,2024-10,51,2.5
Sign Repair Request - All Other Signs,2024-10,52,
Sign Repair Request - All Other Signs,2024-10,53,441.3
Sign Repair Request - All Other Signs,2024-10,54,4.9
Sign Repair Request - All Other Signs,2024-10,55,
Sign Repair Request - All Other Signs,2024-10,56,61.0
Sign Repair Request - All Other Signs,2024-10,57,149.0
Sign Repair Request - All Other Signs,2024-10,58,49.7
Sign Repair Request - All Other Signs,2024-10,59,103.5
Sign Repair Request - All Other Signs,2024-10,60,180.3
Sign Repair Request - All Other Signs,2024-10,61,69.0
Sign Repair Request - All Other Signs,2024-10,62,80.0
Sign Repair Request - All Other Signs,2024-10,63,539.2
Sign Repair Request - All Other Signs,2024-10,64,25.8
Sign Repair Request - All Other Signs,2024-10,65,125.8
Sign Repair Request - All Other Signs,2024-10,66,168.9
Sign Repair Request - All Other Signs,2024-10,67,129.5
Sign Repair Request - All Other Signs,2024-10,68,28.7
Sign Repair Request - All Other Signs,2024-10,69,132.8
Sign Repair Request - All Other Signs,2024-10,70,163.0
Sign Repair Request - All Other Signs,2024-10,71,8.0
Sign Repair Request - All Other Signs,2024-10,72,6.6
Sign Repair Request - All Other Signs,2024-10,73,79.9
Sign Repair Request - All Other Signs,2024-10,74,464.9
Sign Repair Request - All Other Signs,2024-10,75,52.3
Sign Repair Request - All Other Signs,2024-10,76,85.7
Sign Repair Request - All Other Signs,2024-10,77,14.8
Sign Repair Request - All Other Signs,2024-11,1,67.0
Sign Repair Request - All Other Signs,2024-11,2,164.0
Sign Repair Request - All Other Signs,2024-11,3,105.8
Sign Repair Request - All Other Signs,2024-11,4,8.1
Sign Repair Request - All Other Signs,2024-11,5,260.8
Sign Repair Request - All Other Signs,2024-11,6,12.2
Sign Repair Request - All Other Signs,2024-11,7,164.7
Sign Repair Request - All Other Signs,2024-11,8,126.1
Sign Repair Request - All Other Signs,2024-11,9,248.5
Sign Repair Request - All Other Signs,2024-11,10,129.1
Sign Repair Request - All Other Signs,2024-11,11,266.8
Sign Repair Request - All Other Signs,2024-11,12,93.8
Sign Repair Request - All Other Signs,2024-11,13,348.8
Sign Repair Request - All Other Signs,2024-11,14,196.2
Sign Repair Request - All Other Signs,2024-11,15,249.8
Sign Repair Request - All Other Signs,2024-11,16,184.4
Sign Repair Request - All Other Signs,2024-11,17,240.0
Sign Repair Request - All Other Signs,2024-11,18,119.0
Sign Repair Request - All Other Signs,2024-11,19,244.1
Sign Repair Request - All Other Signs,2024-11,20,324.3
Sign Repair Request - All Other Signs,2024-11,21,87.9
Sign Repair Request - All Other Signs,2024-11,22,347.6
Sign Repair Request - All Other Signs,2024-11,23,196.8
Sign Repair Request - All Other Signs,2024-11,24,246.4
Sign Repair Request - All Other Signs,2024-11,25,170.7
Sign Repair Request - All Other Signs,2024-11,26,141.2
Sign Repair Request - All Other Signs,2024-11,27,125.1
Sign Repair Request - All Other Signs,2024-11,28,307.7
Sign Repair Request - All Other Signs,2024-11,29,198.9
Sign Repair Request - All Other Signs,2024-11,30,64.1
Sign Repair Request - All Other Signs,2024-11,31,10.3
Sign Repair Request - All Other Signs,2024-11,32,120.2
Sign Repair Request - All Other Signs,2024-11,33,179.1
Sign Repair Request - All Other Signs,2024-11,34,156.5
Sign Repair Request - All Other Signs,2024-11,35,175.1
Sign Repair Request - All Other Signs,2024-11,36,241.5
Sign Repair Request - All Other Signs,2024-11,37,155.5
Sign Repair Request - All Other Signs,2024-11,38,340.9
Sign Repair Request - All Other Signs,2024-11,39,165.2
Sign Repair Request - All Other Signs,2024-11,41,46.6
Sign Repair Request - All Other Signs,2024-11,42,
Sign Repair Request - All Other Signs,2024-11,43,44.7
Sign Repair Request - All Other Signs,2024-11,44,42.9
Sign Repair Request - All Other Signs,2024-11,45,49.0
Sign Repair Request - All Other Signs,2024-11,46,13.2
Sign Repair Request - All Other Signs,2024-11,47,130.8
Sign Repair Request - All Other Signs,2024-11,48,526.9
Sign Repair Request - All Other Signs,2024-11,49,431.9
Sign Repair Request - All Other Signs,2024-11,50,45.8
Sign Repair Request - All Other Signs,2024-11,51,32.0
Sign Repair Request - All Other Signs,2024-11,52,
Sign Repair Request - All Other Signs,2024-11,53,215.4
Sign Repair Request - All Other Signs,2024-11,55,9.8
Sign Repair Request - All Other Signs,2024-11,56,171.5
Sign Repair Request - All Other Signs,2024-11,57,509.6
Sign Repair Request - All Other Signs,2024-11,58,8.5
Sign Repair Request - All Other Signs,2024-11,59,82.9
Sign Repair Request - All Other Signs,2024-11,60,156.2
Sign Repair Request - All Other Signs,2024-11,61,48.8
Sign Repair Request - All Other Signs,2024-11,62,115.8
Sign Repair Request - All Other Signs,2024-11,63,125.7
Sign Repair Request - All Other Signs,2024-11,64,19.4
Sign Repair Request - All Other Signs,2024-11,65,84.7
Sign Repair Request - All Other Signs,2024-11,66,44.3
Sign Repair Request - All Other Signs,2024-11,67,145.8
Sign Repair Request - All Other Signs,2024-11,68,65.2
Sign Repair Request - All Other Signs,2024-11,69,55.9
Sign Repair Request - All Other Signs,2024-11,70,137.9
Sign Repair Request - All Other Signs,2024-11,71,44.0
Sign Repair Request - All Other Signs,2024-11,72,6.7
Sign Repair Request - All Other Signs,2024-11,73,43.3
Sign Repair Request - All Other Signs,2024-11,74,269.0
Sign Repair Request - All Other Signs,2024-11,75,3.4
Sign Repair Request - All Other Signs,2024-11,76,276.4
Sign Repair Request - All Other Signs,2024-11,77,7.1
Sign Repair Request - All Other Signs,2024-12,1,75.0
Sign Repair Request - All Other Signs,2024-12,2,14.2
Sign Repair Request - All Other Signs,2024-12,3,39.0
Sign Repair Request - All Other Signs,2024-12,4,21.2
Sign Repair Request - All Other Signs,2024-12,5,169.7
Sign Repair Request - All Other Signs,2024-12,6,111.9
Sign Repair Request - All Other Signs,2024-12,7,126.5
Sign Repair Request - All Other Signs,2024-12,8,62.4
Sign Repair Request - All Other Signs,2024-12,9,124.5
Sign Repair Request - All Other Signs,2024-12,10,11.5
Sign Repair Request - All Other Signs,2024-12,11,19.5
Sign Repair Request - All Other Signs,2024-12,12,160.8
Sign Repair Request - All Other Signs,2024-12,13,533.0
Sign Repair Request - All Other Signs,2024-12,14,187.7
Sign Repair Request - All Other Signs,2024-12,15,87.1
Sign Repair Request - All Other Signs,2024-12,16,209.7
Sign Repair Request - All Other Signs,2024-12,17,212.6
Sign Repair Request - All Other Signs,2024-12,18,121.2
Sign Repair Request - All Other Signs,2024-12,19,203.1
Sign Repair Request - All Other Signs,2024-12,20,151.0
Sign Repair Request - All Other Signs,2024-12,21,49.0
Sign Repair Request - All Other Signs,2024-12,22,218.3
Sign Repair Request - All Other Signs,2024-12,23,225.8
