SR_TYPE,YEAR_MONTH,COMMUNITY_AREA,RESPONSE_DAYS_MEDIAN
Missed Garbage Pick-Up Complaint,2019-12,39,2.7
Missed Garbage Pick-Up Complaint,2019-12,41,1.5
Missed Garbage Pick-Up Complaint,2019-12,42,4.7
Missed Garbage Pick-Up Complaint,2019-12,43,10.1
Missed Garbage Pick-Up Complaint,2019-12,44,4.1
Missed Garbage Pick-Up Complaint,2019-12,45,31.4
Missed Garbage Pick-Up Complaint,2019-12,46,4.9
Missed Garbage Pick-Up Complaint,2019-12,47,18.1
Missed Garbage Pick-Up Complaint,2019-12,48,20.3
Missed Garbage Pick-Up Complaint,2019-12,49,4.4
Missed Garbage Pick-Up Complaint,2019-12,51,3.8
Missed Garbage Pick-Up Complaint,2019-12,53,6.9
Missed Garbage Pick-Up Complaint,2019-12,56,0.9
Missed Garbage Pick-Up Complaint,2019-12,58,0.9
Missed Garbage Pick-Up Complaint,2019-12,59,2.3
Missed Garbage Pick-Up Complaint,2019-12,61,2.3
Missed Garbage Pick-Up Complaint,2019-12,63,0.7
Missed Garbage Pick-Up Complaint,2019-12,64,2.5
Missed Garbage Pick-Up Complaint,2019-12,65,2.0
Missed Garbage Pick-Up Complaint,2019-12,66,7.8
Missed Garbage Pick-Up Complaint,2019-12,67,3.9
Missed Garbage Pick-Up Complaint,2019-12,68,6.2
Missed Garbage Pick-Up Complaint,2019-12,69,3.0
Missed Garbage Pick-Up Complaint,2019-12,70,3.3
Missed Garbage Pick-Up Complaint,2019-12,71,3.3
Missed Garbage Pick-Up Complaint,2019-12,72,5.9
Missed Garbage Pick-Up Complaint,2019-12,73,5.8
Missed Garbage Pick-Up Complaint,2019-12,74,2.5
Missed Garbage Pick-Up Complaint,2019-12,75,7.7
Missed Garbage Pick-Up Complaint,2019-12,77,1.1
Missed Garbage Pick-Up Complaint,2020-01,2,1.1
Missed Garbage Pick-Up Complaint,2020-01,3,5.9
Missed Garbage Pick-Up Complaint,2020-01,4,0.9
Missed Garbage Pick-Up Complaint,2020-01,5,5.0
Missed Garbage Pick-Up Complaint,2020-01,6,1.0
Missed Garbage Pick-Up Complaint,2020-01,7,1.1
Missed Garbage Pick-Up Complaint,2020-01,8,1.1
Missed Garbage Pick-Up Complaint,2020-01,9,0.0
Missed Garbage Pick-Up Complaint,2020-01,10,1.1
Missed Garbage Pick-Up Complaint,2020-01,11,1.2
Missed Garbage Pick-Up Complaint,2020-01,12,0.9
Missed Garbage Pick-Up Complaint,2020-01,13,1.0
Missed Garbage Pick-Up Complaint,2020-01,14,1.3
Missed Garbage Pick-Up Complaint,2020-01,15,1.1
Missed Garbage Pick-Up Complaint,2020-01,16,2.7
Missed Garbage Pick-Up Complaint,2020-01,17,1.0
Missed Garbage Pick-Up Complaint,2020-01,18,0.9
Missed Garbage Pick-Up Complaint,2020-01,19,1.1
Missed Garbage Pick-Up Complaint,2020-01,20,0.0
Missed Garbage Pick-Up Complaint,2020-01,21,2.0
Missed Garbage Pick-Up Complaint,2020-01,22,1.2
Missed Garbage Pick-Up Complaint,2020-01,23,2.9
Missed Garbage Pick-Up Complaint,2020-01,24,2.1
Missed Garbage Pick-Up Complaint,2020-01,25,1.2
Missed Garbage Pick-Up Complaint,2020-01,26,3.4
Missed Garbage Pick-Up Complaint,2020-01,27,3.5
Missed Garbage Pick-Up Complaint,2020-01,28,1.3
Missed Garbage Pick-Up Complaint,2020-01,29,6.6
Missed Garbage Pick-Up Complaint,2020-01,30,2.2
Missed Garbage Pick-Up Complaint,2020-01,31,2.6
Missed Garbage Pick-Up Complaint,2020-01,32,0.0
Missed Garbage Pick-Up Complaint,2020-01,34,1.1
Missed Garbage Pick-Up Complaint,2020-01,35,0.6
Missed Garbage Pick-Up Complaint,2020-01,37,5.0
Missed Garbage Pick-Up Complaint,2020-01,38,4.5
Missed Garbage Pick-Up Complaint,2020-01,39,1.3
Missed Garbage Pick-Up Complaint,2020-01,41,4.8
Missed Garbage Pick-Up Complaint,2020-01,42,3.4
Missed Garbage Pick-Up Complaint,2020-01,43,4.6
Missed Garbage Pick-Up Complaint,2020-01,44,13.1
Missed Garbage Pick-Up Complaint,2020-01,45,16.4
Missed Garbage Pick-Up Complaint,2020-01,46,3.5
Missed Garbage Pick-Up Complaint,2020-01,47,14.0
Missed Garbage Pick-Up Complaint,2020-01,48,8.7
Missed Garbage Pick-Up Complaint,2020-01,49,8.7
Missed Garbage Pick-Up Complaint,2020-01,51,4.9
Missed Garbage Pick-Up Complaint,2020-01,52,4.1
Missed Garbage Pick-Up Complaint,2020-01,53,7.9
Missed Garbage Pick-Up Complaint,2020-01,54,18.1
Missed Garbage Pick-Up Complaint,2020-01,56,0.6
Missed Garbage Pick-Up Complaint,2020-01,57,3.5
Missed Garbage Pick-Up Complaint,2020-01,58,2.7
Missed Garbage Pick-Up Complaint,2020-01,59,0.7
Missed Garbage Pick-Up Complaint,2020-01,60,6.9
Missed Garbage Pick-Up Complaint,2020-01,61,3.2
Missed Garbage Pick-Up Complaint,2020-01,62,1.0
Missed Garbage Pick-Up Complaint,2020-01,63,3.5
Missed Garbage Pick-Up Complaint,2020-01,65,0.2
Missed Garbage Pick-Up Complaint,2020-01,66,5.7
Missed Garbage Pick-Up Complaint,2020-01,67,2.4
Missed Garbage Pick-Up Complaint,2020-01,68,2.1
Missed Garbage Pick-Up Complaint,2020-01,69,2.1
Missed Garbage Pick-Up Complaint,2020-01,70,1.2
Missed Garbage Pick-Up Complaint,2020-01,71,2.7
Missed Garbage Pick-Up Complaint,2020-01,72,2.0
Missed Garbage Pick-Up Complaint,2020-01,73,6.1
Missed Garbage Pick-Up Complaint,2020-01,74,1.6
Missed Garbage Pick-Up Complaint,2020-01,75,1.9
Missed Garbage Pick-Up Complaint,2020-01,77,2.7
Missed Garbage Pick-Up Complaint,2020-02,1,1.0
Missed Garbage Pick-Up Complaint,2020-02,2,0.9
Missed Garbage Pick-Up Complaint,2020-02,3,4.5
Missed Garbage Pick-Up Complaint,2020-02,4,3.8
Missed Garbage Pick-Up Complaint,2020-02,5,1.2
Missed Garbage Pick-Up Complaint,2020-02,6,3.0
Missed Garbage Pick-Up Complaint,2020-02,7,3.0
Missed Garbage Pick-Up Complaint,2020-02,8,1.2
Missed Garbage Pick-Up Complaint,2020-02,10,0.2
Missed Garbage Pick-Up Complaint,2020-02,11,1.8
Missed Garbage Pick-Up Complaint,2020-02,12,4.0
Missed Garbage Pick-Up Complaint,2020-02,14,1.5
Missed Garbage Pick-Up Complaint,2020-02,15,1.2
Missed Garbage Pick-Up Complaint,2020-02,16,0.9
Missed Garbage Pick-Up Complaint,2020-02,17,1.2
Missed Garbage Pick-Up Complaint,2020-02,18,0.9
Missed Garbage Pick-Up Complaint,2020-02,19,0.2
Missed Garbage Pick-Up Complaint,2020-02,20,0.7
Missed Garbage Pick-Up Complaint,2020-02,21,2.1
Missed Garbage Pick-Up Complaint,2020-02,22,2.1
Missed Garbage Pick-Up Complaint,2020-02,23,5.1
Missed Garbage Pick-Up Complaint,2020-02,24,4.1
Missed Garbage Pick-Up Complaint,2020-02,25,1.7
Missed Garbage Pick-Up Complaint,2020-02,26,9.2
Missed Garbage Pick-Up Complaint,2020-02,27,0.5
Missed Garbage Pick-Up Complaint,2020-02,28,2.0
Missed Garbage Pick-Up Complaint,2020-02,29,7.7
Missed Garbage Pick-Up Complaint,2020-02,30,0.4
Missed Garbage Pick-Up Complaint,2020-02,31,4.4
Missed Garbage Pick-Up Complaint,2020-02,36,0.5
Missed Garbage Pick-Up Complaint,2020-02,38,1.1
Missed Garbage Pick-Up Complaint,2020-02,39,0.7
Missed Garbage Pick-Up Complaint,2020-02,40,2.5
Missed Garbage Pick-Up Complaint,2020-02,41,8.9
Missed Garbage Pick-Up Complaint,2020-02,42,0.1
Missed Garbage Pick-Up Complaint,2020-02,43,3.9
Missed Garbage Pick-Up Complaint,2020-02,44,7.1
Missed Garbage Pick-Up Complaint,2020-02,45,11.7
Missed Garbage Pick-Up Complaint,2020-02,48,6.2
Missed Garbage Pick-Up Complaint,2020-02,49,4.8
Missed Garbage Pick-Up Complaint,2020-02,52,8.1
Missed Garbage Pick-Up Complaint,2020-02,53,7.8
Missed Garbage Pick-Up Complaint,2020-02,54,9.0
Missed Garbage Pick-Up Complaint,2020-02,55,0.8
Missed Garbage Pick-Up Complaint,2020-02,56,0.7
Missed Garbage Pick-Up Complaint,2020-02,57,5.8
Missed Garbage Pick-Up Complaint,2020-02,58,3.7
Missed Garbage Pick-Up Complaint,2020-02,59,2.8
Missed Garbage Pick-Up Complaint,2020-02,60,4.7
Missed Garbage Pick-Up Complaint,2020-02,61,1.1
Missed Garbage Pick-Up Complaint,2020-02,63,3.8
Missed Garbage Pick-Up Complaint,2020-02,65,2.0
Missed Garbage Pick-Up Complaint,2020-02,67,5.6
Missed Garbage Pick-Up Complaint,2020-02,69,5.1
Missed Garbage Pick-Up Complaint,2020-02,70,1.8
Missed Garbage Pick-Up Complaint,2020-02,71,1.9
Missed Garbage Pick-Up Complaint,2020-02,72,0.8
Missed Garbage Pick-Up Complaint,2020-02,73,6.1
Missed Garbage Pick-Up Complaint,2020-02,74,1.8
Missed Garbage Pick-Up Complaint,2020-02,75,3.6
Missed Garbage Pick-Up Complaint,2020-02,76,0.9
Missed Garbage Pick-Up Complaint,2020-02,77,1.8
Missed Garbage Pick-Up Complaint,2020-03,1,0.6
Missed Garbage Pick-Up Complaint,2020-03,2,1.3
Missed Garbage Pick-Up Complaint,2020-03,3,2.0
Missed Garbage Pick-Up Complaint,2020-03,4,0.9
Missed Garbage Pick-Up Complaint,2020-03,5,0.4
Missed Garbage Pick-Up Complaint,2020-03,6,1.6
Missed Garbage Pick-Up Complaint,2020-03,7,0.9
Missed Garbage Pick-Up Complaint,2020-03,8,2.8
Missed Garbage Pick-Up Complaint,2020-03,9,0.8
Missed Garbage Pick-Up Complaint,2020-03,10,0.7
Missed Garbage Pick-Up Complaint,2020-03,11,1.1
Missed Garbage Pick-Up Complaint,2020-03,12,1.0
Missed Garbage Pick-Up Complaint,2020-03,14,2.4
Missed Garbage Pick-Up Complaint,2020-03,15,1.0
Missed Garbage Pick-Up Complaint,2020-03,16,1.2
Missed Garbage Pick-Up Complaint,2020-03,17,0.8
Missed Garbage Pick-Up Complaint,2020-03,18,1.2
Missed Garbage Pick-Up Complaint,2020-03,19,0.9
Missed Garbage Pick-Up Complaint,2020-03,20,0.8
Missed Garbage Pick-Up Complaint,2020-03,21,1.1
Missed Garbage Pick-Up Complaint,2020-03,22,0.7
Missed Garbage Pick-Up Complaint,2020-03,23,2.0
Missed Garbage Pick-Up Complaint,2020-03,24,1.8
Missed Garbage Pick-Up Complaint,2020-03,25,2.0
Missed Garbage Pick-Up Complaint,2020-03,26,4.1
Missed Garbage Pick-Up Complaint,2020-03,27,7.0
Missed Garbage Pick-Up Complaint,2020-03,28,1.6
Missed Garbage Pick-Up Complaint,2020-03,29,4.0
Missed Garbage Pick-Up Complaint,2020-03,30,0.8
Missed Garbage Pick-Up Complaint,2020-03,31,1.9
Missed Garbage Pick-Up Complaint,2020-03,33,0.6
Missed Garbage Pick-Up Complaint,2020-03,34,3.0
Missed Garbage Pick-Up Complaint,2020-03,36,0.9
Missed Garbage Pick-Up Complaint,2020-03,37,8.0
Missed Garbage Pick-Up Complaint,2020-03,38,0.9
Missed Garbage Pick-Up Complaint,2020-03,39,1.4
Missed Garbage Pick-Up Complaint,2020-03,40,0.3
Missed Garbage Pick-Up Complaint,2020-03,41,2.3
Missed Garbage Pick-Up Complaint,2020-03,42,0.3
Missed Garbage Pick-Up Complaint,2020-03,43,2.2
Missed Garbage Pick-Up Complaint,2020-03,44,3.0
Missed Garbage Pick-Up Complaint,2020-03,45,6.2
Missed Garbage Pick-Up Complaint,2020-03,46,6.6
Missed Garbage Pick-Up Complaint,2020-03,47,9.7
Missed Garbage Pick-Up Complaint,2020-03,48,9.0
Missed Garbage Pick-Up Complaint,2020-03,49,1.9
Missed Garbage Pick-Up Complaint,2020-03,50,2.9
Missed Garbage Pick-Up Complaint,2020-03,51,4.5
Missed Garbage Pick-Up Complaint,2020-03,53,2.7
Missed Garbage Pick-Up Complaint,2020-03,55,5.0
Missed Garbage Pick-Up Complaint,2020-03,56,4.2
Missed Garbage Pick-Up Complaint,2020-03,58,2.0
Missed Garbage Pick-Up Complaint,2020-03,59,0.5
Missed Garbage Pick-Up Complaint,2020-03,61,1.0
Missed Garbage Pick-Up Complaint,2020-03,63,3.7
Missed Garbage Pick-Up Complaint,2020-03,64,9.4
Missed Garbage Pick-Up Complaint,2020-03,65,0.8
Missed Garbage Pick-Up Complaint,2020-03,66,3.2
Missed Garbage Pick-Up Complaint,2020-03,67,3.5
Missed Garbage Pick-Up Complaint,2020-03,68,3.8
Missed Garbage Pick-Up Complaint,2020-03,69,2.9
Missed Garbage Pick-Up Complaint,2020-03,70,0.8
Missed Garbage Pick-Up Complaint,2020-03,71,2.3
Missed Garbage Pick-Up Complaint,2020-03,72,0.8
Missed Garbage Pick-Up Complaint,2020-03,73,1.8
Missed Garbage Pick-Up Complaint,2020-03,74,1.0
Missed Garbage Pick-Up Complaint,2020-03,75,0.7
Missed Garbage Pick-Up Complaint,2020-03,76,1.1
Missed Garbage Pick-Up Complaint,2020-03,77,1.8
Missed Garbage Pick-Up Complaint,2020-04,1,1.0
Missed Garbage Pick-Up Complaint,2020-04,2,0.8
Missed Garbage Pick-Up Complaint,2020-04,3,1.9
Missed Garbage Pick-Up Complaint,2020-04,5,1.1
Missed Garbage Pick-Up Complaint,2020-04,6,1.0
Missed Garbage Pick-Up Complaint,2020-04,7,0.8
Missed Garbage Pick-Up Complaint,2020-04,8,1.8
Missed Garbage Pick-Up Complaint,2020-04,9,0.8
Missed Garbage Pick-Up Complaint,2020-04,10,0.3
Missed Garbage Pick-Up Complaint,2020-04,11,2.9
Missed Garbage Pick-Up Complaint,2020-04,12,0.6
Missed Garbage Pick-Up Complaint,2020-04,13,1.1
Missed Garbage Pick-Up Complaint,2020-04,14,2.6
Missed Garbage Pick-Up Complaint,2020-04,15,0.9
Missed Garbage Pick-Up Complaint,2020-04,16,1.4
Missed Garbage Pick-Up Complaint,2020-04,17,1.0
Missed Garbage Pick-Up Complaint,2020-04,18,2.1
Missed Garbage Pick-Up Complaint,2020-04,19,0.9
Missed Garbage Pick-Up Complaint,2020-04,20,5.5
Missed Garbage Pick-Up Complaint,2020-04,21,0.9
Missed Garbage Pick-Up Complaint,2020-04,22,2.0
Missed Garbage Pick-Up Complaint,2020-04,23,1.0
Missed Garbage Pick-Up Complaint,2020-04,24,1.0
Missed Garbage Pick-Up Complaint,2020-04,25,1.9
Missed Garbage Pick-Up Complaint,2020-04,26,1.8
Missed Garbage Pick-Up Complaint,2020-04,27,4.8
Missed Garbage Pick-Up Complaint,2020-04,28,2.8
Missed Garbage Pick-Up Complaint,2020-04,29,5.1
Missed Garbage Pick-Up Complaint,2020-04,30,1.3
Missed Garbage Pick-Up Complaint,2020-04,31,2.9
Missed Garbage Pick-Up Complaint,2020-04,33,2.9
Missed Garbage Pick-Up Complaint,2020-04,35,2.3
Missed Garbage Pick-Up Complaint,2020-04,38,3.9
Missed Garbage Pick-Up Complaint,2020-04,39,1.0
Missed Garbage Pick-Up Complaint,2020-04,40,0.1
Missed Garbage Pick-Up Complaint,2020-04,41,5.6
Missed Garbage Pick-Up Complaint,2020-04,42,0.8
Missed Garbage Pick-Up Complaint,2020-04,43,4.9
Missed Garbage Pick-Up Complaint,2020-04,44,1.8
Missed Garbage Pick-Up Complaint,2020-04,45,6.7
Missed Garbage Pick-Up Complaint,2020-04,46,4.4
Missed Garbage Pick-Up Complaint,2020-04,48,6.0
Missed Garbage Pick-Up Complaint,2020-04,49,1.8
Missed Garbage Pick-Up Complaint,2020-04,50,1.4
Missed Garbage Pick-Up Complaint,2020-04,51,4.6
Missed Garbage Pick-Up Complaint,2020-04,52,4.0
Missed Garbage Pick-Up Complaint,2020-04,53,2.5
Missed Garbage Pick-Up Complaint,2020-04,55,0.9
Missed Garbage Pick-Up Complaint,2020-04,58,2.7
Missed Garbage Pick-Up Complaint,2020-04,60,3.0
Missed Garbage Pick-Up Complaint,2020-04,61,0.7
Missed Garbage Pick-Up Complaint,2020-04,62,9.6
Missed Garbage Pick-Up Complaint,2020-04,63,0.7
Missed Garbage Pick-Up Complaint,2020-04,65,2.0
Missed Garbage Pick-Up Complaint,2020-04,66,1.2
Missed Garbage Pick-Up Complaint,2020-04,67,1.6
Missed Garbage Pick-Up Complaint,2020-04,68,1.7
Missed Garbage Pick-Up Complaint,2020-04,69,2.3
Missed Garbage Pick-Up Complaint,2020-04,70,0.9
Missed Garbage Pick-Up Complaint,2020-04,71,1.2
Missed Garbage Pick-Up Complaint,2020-04,72,1.7
Missed Garbage Pick-Up Complaint,2020-04,73,1.9
Missed Garbage Pick-Up Complaint,2020-04,74,0.8
Missed Garbage Pick-Up Complaint,2020-04,75,0.8
Missed Garbage Pick-Up Complaint,2020-04,77,0.9
Missed Garbage Pick-Up Complaint,2020-05,1,0.9
Missed Garbage Pick-Up Complaint,2020-05,2,0.9
Missed Garbage Pick-Up Complaint,2020-05,3,0.8
Missed Garbage Pick-Up Complaint,2020-05,4,0.7
Missed Garbage Pick-Up Complaint,2020-05,5,1.3
Missed Garbage Pick-Up Complaint,2020-05,6,1.4
Missed Garbage Pick-Up Complaint,2020-05,7,1.1
Missed Garbage Pick-Up Complaint,2020-05,8,1.0
Missed Garbage Pick-Up Complaint,2020-05,9,0.4
Missed Garbage Pick-Up Complaint,2020-05,10,1.0
Missed Garbage Pick-Up Complaint,2020-05,11,1.8
Missed Garbage Pick-Up Complaint,2020-05,12,3.7
Missed Garbage Pick-Up Complaint,2020-05,13,0.3
Missed Garbage Pick-Up Complaint,2020-05,14,1.7
Missed Garbage Pick-Up Complaint,2020-05,15,0.9
Missed Garbage Pick-Up Complaint,2020-05,16,2.7
Missed Garbage Pick-Up Complaint,2020-05,17,0.9
Missed Garbage Pick-Up Complaint,2020-05,18,1.2
Missed Garbage Pick-Up Complaint,2020-05,19,1.1
Missed Garbage Pick-Up Complaint,2020-05,20,2.6
Missed Garbage Pick-Up Complaint,2020-05,21,2.3
Missed Garbage Pick-Up Complaint,2020-05,22,1.2
Missed Garbage Pick-Up Complaint,2020-05,23,3.8
Missed Garbage Pick-Up Complaint,2020-05,24,2.0
Missed Garbage Pick-Up Complaint,2020-05,25,5.9
Missed Garbage Pick-Up Complaint,2020-05,26,21.6
Missed Garbage Pick-Up Complaint,2020-05,27,21.6
Missed Garbage Pick-Up Complaint,2020-05,28,3.7
Missed Garbage Pick-Up Complaint,2020-05,29,13.7
Missed Garbage Pick-Up Complaint,2020-05,30,0.7
Missed Garbage Pick-Up Complaint,2020-05,31,3.7
Missed Garbage Pick-Up Complaint,2020-05,33,5.4
Missed Garbage Pick-Up Complaint,2020-05,34,0.9
Missed Garbage Pick-Up Complaint,2020-05,38,3.5
Missed Garbage Pick-Up Complaint,2020-05,39,5.6
Missed Garbage Pick-Up Complaint,2020-05,41,4.3
Missed Garbage Pick-Up Complaint,2020-05,42,3.8
Missed Garbage Pick-Up Complaint,2020-05,43,4.9
Missed Garbage Pick-Up Complaint,2020-05,44,1.7
Missed Garbage Pick-Up Complaint,2020-05,45,32.9
Missed Garbage Pick-Up Complaint,2020-05,46,19.9
Missed Garbage Pick-Up Complaint,2020-05,47,41.4
Missed Garbage Pick-Up Complaint,2020-05,48,6.7
Missed Garbage Pick-Up Complaint,2020-05,49,19.5
Missed Garbage Pick-Up Complaint,2020-05,50,42.0
Missed Garbage Pick-Up Complaint,2020-05,51,7.0
Missed Garbage Pick-Up Complaint,2020-05,52,4.4
Missed Garbage Pick-Up Complaint,2020-05,53,11.9
Missed Garbage Pick-Up Complaint,2020-05,54,63.4
Missed Garbage Pick-Up Complaint,2020-05,55,7.0
Missed Garbage Pick-Up Complaint,2020-05,56,2.1
Missed Garbage Pick-Up Complaint,2020-05,57,2.4
Missed Garbage Pick-Up Complaint,2020-05,58,2.0
Missed Garbage Pick-Up Complaint,2020-05,59,1.6
Missed Garbage Pick-Up Complaint,2020-05,60,4.9
Missed Garbage Pick-Up Complaint,2020-05,61,1.1
Missed Garbage Pick-Up Complaint,2020-05,62,19.8
Missed Garbage Pick-Up Complaint,2020-05,63,2.1
Missed Garbage Pick-Up Complaint,2020-05,64,6.9
Missed Garbage Pick-Up Complaint,2020-05,65,11.7
Missed Garbage Pick-Up Complaint,2020-05,66,2.8
Missed Garbage Pick-Up Complaint,2020-05,67,2.0
Missed Garbage Pick-Up Complaint,2020-05,68,3.1
Missed Garbage Pick-Up Complaint,2020-05,69,1.0
Missed Garbage Pick-Up Complaint,2020-05,70,0.9
Missed Garbage Pick-Up Complaint,2020-05,71,2.0
Missed Garbage Pick-Up Complaint,2020-05,72,0.2
Missed Garbage Pick-Up Complaint,2020-05,73,1.7
Missed Garbage Pick-Up Complaint,2020-05,74,1.2
Missed Garbage Pick-Up Complaint,2020-05,75,1.7
Missed Garbage Pick-Up Complaint,2020-05,77,0.7
Missed Garbage Pick-Up Complaint,2020-06,1,0.9
Missed Garbage Pick-Up Complaint,2020-06,2,0.8
Missed Garbage Pick-Up Complaint,2020-06,3,1.9
Missed Garbage Pick-Up Complaint,2020-06,4,1.0
Missed Garbage Pick-Up Complaint,2020-06,5,1.0
Missed Garbage Pick-Up Complaint,2020-06,6,1.7
Missed Garbage Pick-Up Complaint,2020-06,7,1.2
Missed Garbage Pick-Up Complaint,2020-06,8,1.1
Missed Garbage Pick-Up Complaint,2020-06,9,0.8
Missed Garbage Pick-Up Complaint,2020-06,10,0.8
Missed Garbage Pick-Up Complaint,2020-06,11,1.8
Missed Garbage Pick-Up Complaint,2020-06,12,0.9
Missed Garbage Pick-Up Complaint,2020-06,13,1.1
Missed Garbage Pick-Up Complaint,2020-06,14,1.2
Missed Garbage Pick-Up Complaint,2020-06,15,1.6
Missed Garbage Pick-Up Complaint,2020-06,16,1.5
Missed Garbage Pick-Up Complaint,2020-06,17,1.0
Missed Garbage Pick-Up Complaint,2020-06,18,0.9
Missed Garbage Pick-Up Complaint,2020-06,19,1.0
Missed Garbage Pick-Up Complaint,2020-06,20,1.0
Missed Garbage Pick-Up Complaint,2020-06,21,2.1
Missed Garbage Pick-Up Complaint,2020-06,22,1.0
Missed Garbage Pick-Up Complaint,2020-06,23,14.8
Missed Garbage Pick-Up Complaint,2020-06,24,1.2
Missed Garbage Pick-Up Complaint,2020-06,25,6.9
Missed Garbage Pick-Up Complaint,2020-06,26,15.0
Missed Garbage Pick-Up Complaint,2020-06,27,15.0
Missed Garbage Pick-Up Complaint,2020-06,28,10.4
Missed Garbage Pick-Up Complaint,2020-06,29,6.4
Missed Garbage Pick-Up Complaint,2020-06,30,1.2
Missed Garbage Pick-Up Complaint,2020-06,31,2.8
Missed Garbage Pick-Up Complaint,2020-06,32,0.6
Missed Garbage Pick-Up Complaint,2020-06,33,3.3
Missed Garbage Pick-Up Complaint,2020-06,34,2.3
Missed Garbage Pick-Up Complaint,2020-06,35,5.9
Missed Garbage Pick-Up Complaint,2020-06,36,1.7
Missed Garbage Pick-Up Complaint,2020-06,37,4.2
Missed Garbage Pick-Up Complaint,2020-06,38,1.4
Missed Garbage Pick-Up Complaint,2020-06,39,1.4
Missed Garbage Pick-Up Complaint,2020-06,40,14.2
Missed Garbage Pick-Up Complaint,2020-06,42,17.4
Missed Garbage Pick-Up Complaint,2020-06,43,18.0
Missed Garbage Pick-Up Complaint,2020-06,44,14.1
Missed Garbage Pick-Up Complaint,2020-06,45,25.1
Missed Garbage Pick-Up Complaint,2020-06,46,14.0
Missed Garbage Pick-Up Complaint,2020-06,47,39.1
Missed Garbage Pick-Up Complaint,2020-06,48,35.6
Missed Garbage Pick-Up Complaint,2020-06,49,29.6
Missed Garbage Pick-Up Complaint,2020-06,50,47.6
Missed Garbage Pick-Up Complaint,2020-06,51,4.4
Missed Garbage Pick-Up Complaint,2020-06,52,4.2
Missed Garbage Pick-Up Complaint,2020-06,53,34.9
Missed Garbage Pick-Up Complaint,2020-06,55,5.4
Missed Garbage Pick-Up Complaint,2020-06,56,0.8
Missed Garbage Pick-Up Complaint,2020-06,57,4.2
Missed Garbage Pick-Up Complaint,2020-06,58,0.6
Missed Garbage Pick-Up Complaint,2020-06,59,0.1
Missed Garbage Pick-Up Complaint,2020-06,60,3.8
Missed Garbage Pick-Up Complaint,2020-06,61,3.6
Missed Garbage Pick-Up Complaint,2020-06,62,2.8
Missed Garbage Pick-Up Complaint,2020-06,63,3.7
Missed Garbage Pick-Up Complaint,2020-06,64,2.9
Missed Garbage Pick-Up Complaint,2020-06,65,1.7
Missed Garbage Pick-Up Complaint,2020-06,66,3.8
Missed Garbage Pick-Up Complaint,2020-06,67,1.9
Missed Garbage Pick-Up Complaint,2020-06,68,1.3
Missed Garbage Pick-Up Complaint,2020-06,69,3.9
Missed Garbage Pick-Up Complaint,2020-06,70,1.3
Missed Garbage Pick-Up Complaint,2020-06,71,2.2
Missed Garbage Pick-Up Complaint,2020-06,72,0.8
Missed Garbage Pick-Up Complaint,2020-06,73,1.1
Missed Garbage Pick-Up Complaint,2020-06,74,0.9
Missed Garbage Pick-Up Complaint,2020-06,75,1.1
Missed Garbage Pick-Up Complaint,2020-06,77,0.8
Missed Garbage Pick-Up Complaint,2020-07,1,1.9
Missed Garbage Pick-Up Complaint,2020-07,2,1.0
Missed Garbage Pick-Up Complaint,2020-07,3,2.2
Missed Garbage Pick-Up Complaint,2020-07,4,2.0
Missed Garbage Pick-Up Complaint,2020-07,5,2.8
Missed Garbage Pick-Up Complaint,2020-07,6,2.4
Missed Garbage Pick-Up Complaint,2020-07,7,1.3
Missed Garbage Pick-Up Complaint,2020-07,8,2.0
Missed Garbage Pick-Up Complaint,2020-07,10,0.6
Missed Garbage Pick-Up Complaint,2020-07,11,1.7
Missed Garbage Pick-Up Complaint,2020-07,12,1.2
Missed Garbage Pick-Up Complaint,2020-07,13,1.0
Missed Garbage Pick-Up Complaint,2020-07,14,1.5
Missed Garbage Pick-Up Complaint,2020-07,15,1.0
Missed Garbage Pick-Up Complaint,2020-07,16,3.1
Missed Garbage Pick-Up Complaint,2020-07,17,0.3
Missed Garbage Pick-Up Complaint,2020-07,18,1.0
