YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request,total_volume_area_15,total_volume_area_16,total_volume_area_17,total_volume_area_18,total_volume_area_19,total_volume_area_20
2019-11,17,93,48,18,2,20,13,3,1,17,0,0,0,10,2,76,38,8,2,8,4,2,4,0,3,52,5,3,3,34,2,11,11,5,18,1,1,6,12,19,97,4,32,15,8,5,26,59,0,3,29,5,1,1,0,25,,,865.0,,,
2019-12,17,75,31,32,3,24,14,1,3,32,0,0,0,8,4,65,42,10,3,5,6,1,3,2,6,47,16,1,0,31,7,18,16,7,16,0,3,2,7,3,98,8,25,7,3,6,15,17,1,3,13,13,0,2,0,5,,,760.0,,,
2020-01,17,80,45,25,2,30,10,1,0,21,0,0,3,10,4,76,54,2,2,8,5,3,3,0,3,73,21,4,3,44,7,19,5,22,20,0,0,2,3,1,153,3,6,9,4,8,17,24,0,2,11,6,2,6,0,0,,,862.0,,,
2020-02,17,53,30,16,2,28,10,0,0,14,0,1,2,4,3,67,59,9,7,3,10,3,10,1,2,92,8,4,3,47,18,11,11,10,11,3,10,8,8,0,100,3,9,5,5,4,23,33,3,3,22,1,1,0,0,0,,,790.0,,,
2020-03,17,43,39,15,3,17,13,1,6,17,0,1,2,6,6,66,56,5,2,18,3,4,5,0,0,93,11,1,3,43,12,10,14,6,19,1,2,7,5,4,101,12,9,6,5,7,34,39,3,1,10,6,3,10,0,10,,,815.0,,,
2020-04,17,17,21,15,3,28,7,0,24,26,1,0,2,17,3,101,49,2,1,20,8,2,1,1,2,96,22,6,1,48,6,6,21,22,11,0,7,4,8,1,55,2,12,18,7,9,37,67,0,5,4,11,0,14,0,9,,,860.0,,,
2020-05,17,62,42,25,11,42,27,8,25,12,1,0,6,10,18,130,87,9,5,36,12,1,10,0,3,87,25,17,3,123,13,15,65,23,19,1,2,0,17,7,66,5,10,24,11,15,57,93,2,3,12,46,1,72,7,30,,,1453.0,,,
2020-06,17,78,44,11,3,52,18,5,14,13,0,1,0,27,7,148,82,14,2,26,12,1,7,0,0,54,30,16,3,116,19,14,43,30,17,0,0,2,11,13,146,9,33,179,217,36,114,207,5,7,10,26,1,10,3,32,,,1968.0,,,
2020-07,17,75,38,16,6,57,25,3,17,16,1,1,0,30,9,159,85,12,3,17,11,0,14,0,5,36,19,14,2,173,22,20,17,29,41,4,2,5,6,11,113,3,16,63,51,24,54,172,6,5,9,7,1,3,4,29,,,1561.0,,,
2020-08,17,95,40,11,1,70,21,1,6,14,0,1,0,43,6,153,25,9,8,10,14,0,6,0,2,24,7,11,4,156,21,13,9,28,32,2,0,5,7,4,227,26,19,379,913,22,166,154,2,5,9,3,0,1,6,21,,,2812.0,,,
2020-09,17,79,61,17,2,53,30,1,17,24,0,1,1,13,5,130,35,12,8,11,8,8,15,20,1,34,10,2,3,121,13,4,15,27,13,0,2,4,11,3,180,9,8,45,184,24,69,84,2,1,9,7,22,6,0,16,,,1480.0,,,
2020-10,17,66,38,11,2,60,20,2,19,13,0,0,0,6,6,99,19,8,3,14,14,2,5,0,2,22,9,5,3,87,19,6,15,7,6,0,6,3,2,0,266,6,18,26,26,18,63,58,0,2,5,7,0,7,0,24,,,1125.0,,,
2020-11,17,53,29,7,1,32,17,3,17,14,1,1,0,8,8,94,18,14,0,13,4,4,3,0,1,14,7,4,2,50,5,3,7,2,25,0,0,0,6,6,106,8,24,21,14,5,32,43,6,4,1,3,1,2,0,29,,,772.0,,,
2020-12,17,45,34,9,2,35,14,3,15,21,1,3,1,5,4,74,51,2,2,18,4,1,4,0,8,91,22,0,6,98,19,0,6,8,8,0,2,1,6,5,33,3,8,8,10,18,12,27,2,3,5,5,1,6,0,2,,,771.0,,,
2021-01,17,58,29,10,0,46,9,5,15,23,0,1,0,7,2,64,14,7,4,11,1,20,1,0,4,74,9,1,1,60,13,4,6,15,10,0,2,2,5,0,57,8,7,9,7,37,17,16,2,3,6,3,1,7,0,1,,,714.0,,,
2021-02,17,53,11,2,1,32,17,5,2,25,0,1,0,3,6,72,25,5,2,84,4,23,1,5,2,77,23,2,0,34,11,6,4,3,33,0,2,2,5,1,98,5,10,0,8,1,8,9,0,3,7,3,1,5,0,0,,,742.0,,,
2021-03,17,70,33,18,2,52,14,7,3,14,1,0,1,29,5,135,16,8,3,20,13,5,11,1,3,126,38,6,1,101,14,8,17,29,13,1,2,2,5,18,151,9,16,17,12,21,56,55,0,2,12,10,0,7,0,6,,,1219.0,,,
2021-04,17,40,24,26,0,34,24,6,8,20,0,1,1,18,6,100,35,13,4,16,14,3,2,1,0,67,12,9,3,100,10,8,6,35,20,0,4,6,5,8,145,5,11,24,13,44,43,39,0,4,4,5,1,1,0,18,,,1046.0,,,
2021-05,17,69,12,13,2,34,22,3,3,14,0,0,1,34,11,119,60,17,5,13,8,3,7,0,1,28,9,4,1,132,29,15,11,29,22,0,0,3,6,0,87,3,15,41,25,27,73,101,6,3,5,7,2,8,10,24,,,1177.0,,,
2021-06,17,92,12,17,8,60,19,9,3,18,3,1,0,22,8,120,55,19,5,31,14,1,5,0,4,58,16,8,0,151,12,18,46,20,16,1,2,2,2,9,88,23,19,55,51,16,66,139,5,4,8,32,0,34,1,25,,,1453.0,,,
2021-07,17,80,15,19,3,52,29,2,0,17,1,2,0,20,3,146,89,18,6,18,11,1,11,0,5,54,13,14,2,172,12,10,16,23,11,2,0,6,11,7,89,2,10,63,47,14,67,97,3,5,129,7,2,5,4,23,,,1468.0,,,
2021-08,17,81,12,24,7,49,19,4,4,13,1,1,1,14,7,126,52,11,9,21,7,1,6,0,4,48,3,13,1,134,18,15,18,25,17,0,0,4,6,5,66,14,17,73,46,128,54,89,5,1,52,3,1,3,2,15,,,1350.0,,,
2021-09,17,56,10,24,0,29,14,2,2,10,0,0,0,19,1,98,26,14,3,11,12,2,6,5,2,71,14,8,2,97,11,10,7,16,13,1,0,3,2,2,55,10,14,22,13,70,47,78,1,5,26,2,6,1,3,17,,,973.0,,,
2021-10,17,63,14,17,1,24,19,4,9,16,0,0,0,11,4,82,29,9,3,11,6,3,7,3,0,26,8,3,1,97,7,8,15,33,61,0,2,4,6,7,58,7,13,23,24,7,38,57,2,3,7,14,1,8,0,15,,,890.0,,,
2021-11,17,75,27,15,0,30,7,2,0,23,2,3,1,16,8,74,23,12,4,8,1,8,4,3,3,40,4,5,1,77,10,4,5,15,51,1,6,0,5,9,43,4,32,15,13,1,20,37,1,3,6,10,0,2,0,19,,,788.0,,,
2021-12,17,81,13,7,1,31,8,2,7,27,1,0,1,14,6,92,19,6,17,12,4,14,2,6,1,35,9,5,1,38,8,3,4,7,10,0,0,1,3,2,57,19,21,22,23,2,17,11,2,1,6,6,0,2,0,11,,,698.0,,,
2022-01,17,90,2,3,3,21,12,0,9,23,0,1,0,18,5,60,22,8,2,14,7,5,3,2,1,29,10,1,2,35,6,4,3,15,13,0,2,2,6,1,20,9,9,3,4,2,14,2,2,2,4,7,0,3,0,3,,,524.0,,,
2022-02,17,95,2,2,1,17,17,4,2,36,1,2,0,19,5,64,13,3,4,15,7,8,7,2,4,88,3,2,1,35,7,5,12,11,9,0,3,4,4,0,153,14,15,1,3,5,11,0,10,0,13,9,0,7,0,2,,,757.0,,,
2022-03,17,88,9,37,1,31,17,1,3,37,2,1,0,29,6,79,66,18,7,18,9,10,4,0,1,152,5,4,0,75,4,7,15,28,15,0,4,2,3,4,93,4,40,27,10,19,43,0,10,3,7,8,1,5,0,2,,,1064.0,,,
2022-04,17,74,16,41,4,24,16,2,1,19,1,1,0,16,0,74,31,18,3,12,10,3,6,0,5,142,4,12,2,72,11,11,13,28,7,1,4,7,3,5,105,13,15,17,10,31,66,45,6,4,3,16,0,4,0,5,,,1039.0,,,
2022-05,17,86,20,45,2,30,11,8,2,15,3,0,3,36,5,121,49,25,6,22,7,3,16,9,2,122,5,12,0,93,28,9,16,43,7,1,2,2,4,8,81,3,21,27,16,110,69,75,8,3,6,18,2,5,7,35,,,1364.0,,,
2022-06,17,75,15,36,0,27,20,7,2,3,2,1,1,24,9,108,24,24,6,24,11,1,11,1,2,91,13,28,3,163,17,11,10,22,6,0,2,2,17,11,98,3,32,76,28,20,54,110,1,5,11,4,0,4,4,24,,,1304.0,,,
2022-07,17,110,14,31,1,40,24,3,6,16,0,2,1,16,1,98,47,20,10,24,7,2,11,0,7,63,5,10,0,218,14,12,13,26,6,1,2,9,3,3,154,12,17,97,53,38,61,127,6,3,14,3,1,0,2,30,,,1494.0,,,
2022-08,17,96,14,23,2,35,24,4,1,9,0,2,3,16,6,118,70,13,3,30,7,1,2,0,0,48,6,12,1,178,11,6,5,31,10,0,2,4,10,6,95,8,11,48,24,56,39,76,6,6,11,2,2,1,4,25,,,1223.0,,,
2022-09,17,87,18,12,1,40,13,3,0,9,1,0,4,24,9,76,43,11,5,32,9,2,12,4,3,37,5,10,2,152,12,13,27,25,11,0,2,3,6,5,116,6,4,72,24,82,41,83,4,3,16,11,6,100,5,26,,,1327.0,,,
2022-10,17,104,11,15,0,29,14,3,1,21,0,4,0,23,7,85,89,16,2,21,12,3,7,3,2,45,5,5,2,120,13,13,31,22,8,1,2,7,5,2,53,1,24,25,23,77,32,63,3,1,3,4,1,4,3,22,,,1092.0,,,
2022-11,17,97,9,8,1,28,7,1,2,17,0,1,10,16,4,75,28,5,3,24,5,3,10,4,2,26,10,5,0,43,6,4,19,8,7,0,0,0,4,10,78,11,6,54,26,16,15,27,10,1,9,2,0,4,1,24,,,786.0,,,
2022-12,17,75,10,11,0,25,7,1,1,32,1,4,0,8,8,73,28,6,3,16,2,61,5,4,6,52,15,2,2,47,1,3,12,11,7,1,0,6,2,6,51,9,21,12,7,57,18,12,6,3,9,18,1,8,0,6,,,792.0,,,
2023-01,17,110,6,13,0,30,9,3,3,28,2,0,0,10,8,65,25,6,4,22,8,41,6,1,8,116,2,5,2,67,4,9,11,17,11,1,6,14,13,3,42,2,12,10,2,31,16,2,3,2,7,10,0,3,0,3,,,834.0,,,
2023-02,17,137,10,38,2,44,12,1,1,17,0,0,2,8,5,51,22,6,5,20,4,2,9,0,4,159,4,6,1,51,6,8,18,17,12,1,0,3,7,0,71,3,27,5,5,8,29,10,3,6,11,23,0,12,0,4,,,910.0,,,
2023-03,17,115,27,32,0,52,16,5,3,5,2,2,2,13,5,80,13,8,2,21,7,1,12,0,1,89,3,6,0,68,15,13,19,21,13,0,6,6,6,3,54,4,35,5,9,9,100,11,10,3,20,5,0,3,0,2,,,962.0,,,
2023-04,17,70,17,26,2,36,13,1,3,8,2,0,0,14,10,91,10,16,4,14,5,3,7,1,1,72,5,1,0,96,5,13,9,31,12,2,0,5,5,5,60,5,17,14,6,23,31,4,2,6,6,0,2,4,0,22,,,817.0,,,
2023-05,17,92,8,28,1,46,39,1,4,7,5,5,0,16,8,110,12,12,6,36,10,3,13,2,6,64,9,5,1,108,17,5,7,33,11,0,1,3,7,6,46,4,23,43,26,64,51,5,9,5,12,2,0,2,7,32,,,1078.0,,,
2023-06,17,103,8,18,4,31,17,2,7,8,0,0,2,32,5,87,28,20,7,25,7,1,17,5,3,52,4,8,6,114,21,20,9,26,15,1,2,4,2,6,79,7,13,65,39,55,53,5,4,8,15,6,0,2,9,27,,,1114.0,,,
2023-07,17,99,16,22,4,45,17,4,4,8,0,1,0,17,12,110,22,25,7,28,12,0,9,2,1,65,5,9,2,131,23,6,24,35,12,0,6,13,4,4,102,13,21,94,57,18,59,1,2,1,13,33,0,74,10,31,,,1333.0,,,
2023-08,17,106,16,21,1,27,8,4,1,39,1,1,1,21,4,111,57,29,3,22,11,3,9,3,3,69,3,10,3,172,39,13,20,27,15,0,4,3,7,4,34,12,12,51,32,12,51,2,3,5,13,21,1,12,6,33,,,1191.0,,,
2023-09,17,102,16,12,1,25,16,4,3,12,2,0,0,19,8,86,15,14,2,19,12,1,21,12,1,62,2,9,1,136,19,7,16,37,19,1,5,4,1,4,31,13,10,40,24,17,52,29,5,7,5,17,1,6,9,15,,,1007.0,,,
2023-10,17,78,8,22,2,29,23,7,4,29,0,4,2,12,11,88,37,6,3,12,18,14,19,1,2,43,2,2,3,124,14,10,16,26,9,0,2,4,4,2,48,12,21,37,15,6,37,5,7,3,14,8,0,4,2,21,,,932.0,,,
2023-11,17,105,15,11,2,26,25,6,2,49,1,3,1,16,10,85,33,10,3,30,12,4,16,1,5,35,2,2,0,96,8,8,5,25,18,0,6,9,9,22,83,3,9,15,5,8,18,67,4,3,8,14,3,6,0,38,,,1000.0,,,
2023-12,17,93,15,9,1,19,16,1,4,30,0,2,0,16,6,63,23,11,2,11,3,4,5,1,4,31,4,1,1,85,14,10,12,7,6,0,3,0,7,4,67,6,11,13,10,6,8,95,0,3,14,11,3,6,0,1,,,778.0,,,
2024-01,17,133,25,22,0,51,20,4,2,14,0,1,2,6,1,77,6,5,3,32,8,11,8,0,10,133,3,0,0,54,7,0,8,20,8,0,0,5,9,1,61,3,31,9,13,5,22,88,5,1,12,18,0,8,0,0,,,965.0,,,
2024-02,17,100,29,36,0,22,13,3,0,13,1,1,4,16,3,83,18,7,7,6,14,0,8,0,2,187,3,3,2,56,12,2,4,10,25,0,2,5,8,2,46,6,43,11,9,7,35,119,7,10,15,5,2,6,0,3,,,1031.0,,,
2024-03,17,109,14,14,1,23,15,2,4,8,1,1,0,6,4,67,20,16,2,22,8,3,14,0,2,69,2,0,1,56,16,4,18,49,11,1,3,6,7,3,60,2,23,14,9,9,45,63,10,4,16,12,0,4,0,5,,,878.0,,,
2024-04,17,98,2,20,1,46,19,5,3,5,1,0,1,23,5,121,20,20,7,12,9,1,7,0,3,64,6,5,1,99,19,7,10,39,5,1,0,4,11,4,39,1,24,24,17,13,48,76,9,4,16,4,0,7,1,22,,,1009.0,,,
2024-05,17,112,14,30,0,33,22,4,1,10,1,2,1,20,12,102,29,18,4,18,9,2,16,0,2,129,4,9,1,101,24,9,19,27,14,5,2,5,7,12,90,7,8,92,125,15,80,49,6,4,11,9,1,5,7,43,,,1382.0,,,
2024-06,17,79,10,18,4,36,14,2,3,10,1,0,0,21,5,85,34,10,17,22,17,3,8,0,0,104,7,12,2,157,16,12,14,38,13,0,2,6,11,11,88,12,18,116,112,12,77,12,1,4,13,12,12,2,4,23,,,1322.0,,,
2024-07,17,127,9,17,0,30,18,5,6,34,3,2,0,17,7,110,27,16,3,31,8,8,11,0,1,72,6,8,1,214,18,7,13,22,9,0,2,7,4,16,103,13,16,380,393,20,142,1,7,2,14,9,0,2,7,32,,,2030.0,,,
2024-08,17,112,3,12,2,40,15,2,6,15,3,1,0,19,3,123,39,11,4,13,16,1,12,0,2,49,6,13,2,158,25,5,10,22,19,0,4,7,8,4,70,8,4,78,66,10,50,23,9,4,5,5,0,0,3,24,,,1145.0,,,
2024-09,17,85,12,12,0,37,15,2,6,24,1,1,0,31,13,81,17,11,10,15,11,0,8,2,2,55,4,10,2,123,8,8,8,17,26,0,7,5,1,2,62,2,24,47,35,8,47,24,3,1,10,15,5,2,0,13,,,970.0,,,
2024-10,17,91,7,13,2,37,22,2,3,13,1,0,1,11,11,108,37,8,3,18,12,6,13,6,2,51,8,10,1,116,9,7,16,11,16,2,12,4,9,2,80,9,29,36,26,18,31,79,3,8,8,5,1,3,0,22,,,1059.0,,,
2024-11,17,66,11,13,0,26,8,0,1,7,1,1,0,18,5,68,19,12,1,10,3,0,16,0,6,41,6,2,0,96,6,5,8,12,8,1,3,3,4,5,105,3,16,12,22,6,30,39,5,3,3,9,0,4,0,19,,,768.0,,,
2024-12,17,77,10,12,0,38,12,2,2,19,0,0,2,13,3,82,41,2,5,18,9,2,5,0,5,24,11,3,1,55,3,3,1,6,5,0,1,0,10,3,63,2,18,4,8,2,10,47,5,6,14,10,1,5,0,11,,,691.0,,,
2025-01,17,143,12,5,3,35,13,4,3,46,0,3,1,10,9,72,8,6,5,19,6,43,7,4,4,46,7,2,2,44,9,5,6,26,11,0,4,10,2,2,65,3,14,8,11,1,5,139,4,2,38,19,2,6,0,1,,,955.0,,,
2025-02,17,130,3,9,0,35,14,3,6,53,1,0,1,6,6,65,29,2,4,17,12,13,8,1,4,127,8,7,3,107,15,4,9,6,16,1,0,0,4,3,92,8,15,3,15,19,17,130,5,1,15,10,1,8,0,0,,,1071.0,,,
2025-03,17,110,21,33,1,63,18,1,2,11,1,2,0,18,7,109,46,11,7,12,9,18,17,1,4,95,3,5,0,64,9,12,5,22,15,2,1,2,6,6,131,10,34,18,18,35,34,124,5,4,12,5,0,7,0,7,,,1213.0,,,
2025-04,17,114,9,26,3,60,15,9,2,58,1,0,1,7,6,100,15,15,8,16,15,7,7,3,1,103,4,9,0,82,9,14,10,30,9,1,7,10,5,2,70,2,43,13,12,26,42,40,18,3,11,18,1,2,0,14,,,1108.0,,,
2025-05,17,112,24,34,0,61,19,0,3,20,3,0,1,17,8,124,28,9,3,16,12,5,14,1,4,66,4,7,3,99,12,7,5,27,11,0,5,7,4,3,70,8,10,136,148,63,85,5,5,2,13,9,0,4,5,46,,,1387.0,,,
2025-06,17,98,12,31,2,86,23,5,2,21,6,1,0,39,9,132,37,16,3,27,7,1,10,1,1,87,8,10,1,114,31,9,7,21,5,0,2,4,14,5,68,6,16,72,60,28,67,13,7,5,5,8,1,1,4,34,,,1283.0,,,
2025-07,17,147,4,14,0,74,23,6,2,19,1,1,0,17,15,123,22,14,7,23,7,7,7,2,0,50,5,11,2,162,25,9,11,18,18,0,0,4,5,3,31,4,12,75,63,31,76,20,1,4,73,7,2,15,21,33,,,1326.0,,,
2025-08,17,113,8,24,4,63,19,6,4,12,2,0,0,27,14,97,59,13,3,18,4,3,14,5,0,58,7,8,3,176,18,10,29,20,11,0,3,0,4,6,49,6,16,59,60,18,75,14,1,2,69,40,1,66,9,34,,,1384.0,,,
2025-09,17,154,33,28,2,159,9,2,4,17,0,0,0,27,10,105,35,14,3,20,9,6,15,4,3,57,6,5,2,151,22,7,7,21,7,1,2,7,8,2,76,4,23,50,45,15,48,5,9,3,30,7,2,8,6,22,,,1317.0,,,
2025-10,17,119,10,11,0,86,10,2,7,23,1,0,0,12,11,97,47,13,2,22,9,3,9,10,1,34,6,5,2,119,12,7,9,11,5,1,2,2,8,4,55,3,30,25,27,16,48,10,6,1,16,4,0,6,1,21,,,1001.0,,,
2025-11,17,100,3,12,1,106,13,6,3,8,1,0,5,7,7,78,26,12,2,20,9,0,6,2,3,20,5,4,3,99,9,3,5,11,13,1,0,5,7,10,41,6,17,14,20,9,10,16,2,5,23,1,0,0,0,37,,,826.0,,,
2025-12,17,113,8,1,0,95,18,7,4,10,1,0,1,7,9,82,20,8,5,29,11,11,10,4,1,20,15,0,0,45,17,0,4,2,3,0,0,1,5,2,46,1,11,6,12,3,7,9,1,0,18,3,1,4,0,4,,,695.0,,,
2019-01,18,3,7,3,0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,0,0,0,0,0,1,1,47,3,0,0,0,1,0,6,0,1,0,0,1,4,4,0,0,19,0,2,0,0,0,,,,138.0,,
2019-02,18,2,10,5,1,3,1,3,1,1,0,0,0,0,0,7,0,3,1,0,0,0,1,0,0,71,1,0,0,0,0,4,7,2,3,0,0,0,1,0,26,0,1,0,0,0,7,4,2,0,19,0,1,0,0,0,,,,188.0,,
2019-03,18,29,19,13,0,3,7,1,2,1,0,3,0,3,2,14,3,6,0,2,1,3,2,1,0,112,2,3,0,10,2,9,5,2,14,0,0,2,4,1,26,0,1,3,1,3,5,19,0,7,16,4,1,1,0,0,,,,368.0,,
2019-04,18,19,28,8,0,4,10,0,2,5,0,0,0,3,1,20,3,7,5,0,1,1,4,0,2,66,0,2,0,14,10,13,20,4,5,0,0,0,5,4,45,4,9,9,5,7,15,19,0,0,10,6,0,5,0,2,,,,402.0,,
2019-05,18,14,9,13,3,7,2,3,2,3,2,2,0,6,3,33,1,8,0,1,4,0,3,0,0,65,3,5,1,15,10,8,25,5,12,0,0,4,4,3,40,7,9,2,5,1,8,20,0,3,5,27,0,11,6,2,,,,425.0,,
2019-06,18,20,10,13,2,8,12,1,1,2,1,0,0,2,5,24,23,5,1,1,6,0,2,0,2,36,0,4,1,29,11,11,7,5,7,0,0,0,5,2,34,1,16,9,3,2,11,34,4,1,5,5,0,1,7,2,,,,394.0,,
2019-07,18,16,14,8,3,7,8,2,0,4,0,0,0,10,1,33,22,5,11,4,1,0,3,2,2,28,2,6,1,26,5,7,5,3,6,0,0,0,4,0,64,6,6,18,10,0,13,25,2,3,39,4,0,3,6,0,,,,448.0,,
2019-08,18,27,16,5,0,6,12,1,1,1,3,0,0,9,3,24,11,9,9,4,3,0,5,16,0,25,7,6,1,24,9,4,6,9,10,0,0,0,1,1,27,0,7,15,8,2,10,25,0,1,29,3,0,2,6,3,,,,406.0,,
2019-09,18,14,23,5,0,7,6,2,2,3,2,0,1,8,1,23,15,13,2,2,3,0,3,0,0,54,0,2,0,20,4,3,8,10,6,0,0,0,3,1,62,0,3,13,9,10,16,39,1,0,26,2,0,1,4,5,,,,437.0,,
2019-10,18,19,18,16,1,6,7,0,1,1,0,2,0,6,5,24,7,10,0,2,0,0,0,0,2,84,1,2,0,24,4,5,16,3,5,0,0,0,4,1,80,2,10,8,10,1,6,23,0,0,4,10,1,2,5,0,,,,438.0,,
2019-11,18,30,11,6,0,8,7,1,0,7,0,2,0,4,6,15,4,3,1,4,0,12,1,0,1,26,2,3,0,11,7,3,6,6,11,0,1,2,7,8,39,0,5,5,8,0,5,6,3,1,4,1,0,1,0,4,,,,298.0,,
2019-12,18,8,14,0,0,1,5,1,0,1,0,2,0,3,7,11,9,3,3,5,3,1,3,0,5,31,2,3,2,11,1,0,4,1,3,0,0,3,7,1,16,2,3,1,1,1,3,4,1,2,6,1,0,0,0,1,,,,196.0,,
2020-01,18,41,16,3,0,11,8,0,0,9,1,1,1,5,1,20,15,5,0,6,1,0,4,0,3,23,3,0,0,13,6,8,3,10,6,0,0,6,6,0,55,3,3,2,7,3,6,18,2,1,6,5,0,1,0,0,,,,347.0,,
2020-02,18,26,8,1,0,4,5,0,0,2,0,0,0,3,1,14,13,2,0,2,4,2,2,0,1,46,6,3,0,9,1,1,1,2,3,0,0,0,1,0,13,1,5,0,0,3,6,2,1,1,2,0,0,0,0,0,,,,197.0,,
2020-03,18,11,2,3,0,1,1,0,1,1,1,0,0,5,2,11,11,2,0,1,1,0,3,0,1,30,0,1,2,11,0,3,4,2,5,0,0,3,2,2,29,0,14,1,0,1,10,5,0,1,7,1,2,0,0,0,,,,194.0,,
2020-04,18,11,3,0,0,7,6,0,3,2,1,3,0,5,4,29,13,4,2,3,4,0,1,0,1,30,2,0,0,15,6,8,4,3,12,1,0,2,2,0,15,0,8,9,2,4,8,38,0,1,0,9,0,5,0,4,,,,290.0,,
2020-05,18,11,5,7,0,9,5,3,10,1,1,2,0,1,8,38,13,7,1,6,4,0,2,0,2,34,6,3,0,25,3,10,17,3,10,0,0,1,5,2,15,0,6,10,1,2,9,24,0,2,2,47,0,17,3,4,,,,397.0,,
2020-06,18,30,14,1,2,17,6,1,2,3,0,2,0,5,5,35,35,4,0,8,2,3,2,0,1,18,4,4,0,19,3,11,16,8,19,0,2,2,5,8,42,0,4,65,63,2,26,50,1,0,4,20,0,3,5,14,,,,596.0,,
2020-07,18,15,8,3,0,21,7,3,4,3,1,1,0,11,1,42,26,5,3,9,3,0,1,1,1,9,8,2,1,26,11,5,19,7,16,0,0,2,6,2,107,0,6,34,15,1,13,43,2,5,1,5,0,0,2,12,,,,529.0,,
2020-08,18,31,6,5,1,12,9,0,1,4,1,0,0,2,5,33,14,3,7,3,5,0,2,1,0,22,0,4,0,28,6,3,1,12,7,0,0,1,2,0,60,12,15,84,132,3,25,33,0,4,3,2,0,2,2,8,,,,616.0,,
2020-09,18,15,15,4,0,19,4,1,6,9,0,0,0,5,1,37,19,2,3,1,1,0,6,28,1,35,16,2,1,26,8,3,7,5,6,0,0,0,3,2,31,3,4,17,49,2,17,21,4,4,2,3,1,0,3,6,,,,458.0,,
2020-10,18,7,5,7,1,26,10,1,2,8,0,0,0,3,2,28,8,1,1,4,0,0,0,1,5,17,4,0,1,19,3,5,5,5,7,1,1,3,2,3,45,2,10,10,9,2,11,23,3,1,1,0,0,5,2,3,,,,323.0,,
2020-11,18,9,5,3,0,8,7,0,8,8,1,0,0,4,2,7,24,1,1,1,4,0,1,0,0,3,4,1,0,18,5,1,2,0,13,0,2,4,2,2,27,0,9,1,7,0,9,5,0,1,1,1,0,0,1,5,,,,218.0,,
2020-12,18,10,4,2,0,12,5,1,6,3,0,0,0,4,4,25,72,1,3,8,0,0,8,0,0,38,2,0,0,8,5,2,6,6,8,0,0,4,2,1,9,1,7,3,4,0,1,1,0,0,0,3,0,3,0,3,,,,285.0,,
2021-01,18,24,10,5,0,10,8,3,3,0,1,2,0,1,0,27,19,1,2,4,1,1,2,0,0,16,5,1,4,10,1,0,2,9,15,0,2,2,5,0,19,0,1,0,0,0,9,16,0,0,2,0,0,1,0,0,,,,244.0,,
2021-02,18,25,4,1,0,9,12,3,1,1,1,1,0,3,1,19,28,1,0,19,0,2,2,0,0,13,10,2,0,9,3,0,0,2,8,0,0,2,3,0,6,0,5,0,1,0,3,4,1,3,1,1,0,1,0,0,,,,211.0,,
2021-03,18,23,6,8,2,13,6,0,8,5,3,0,0,4,2,27,24,2,0,18,3,0,5,0,0,33,13,2,0,21,3,3,7,5,4,0,0,0,1,1,31,4,10,4,3,3,6,16,0,1,2,1,0,1,0,0,,,,334.0,,
2021-04,18,24,5,9,1,4,5,0,3,4,0,0,4,6,2,17,17,7,0,2,2,1,2,0,0,39,2,1,1,9,3,4,6,5,12,0,0,0,2,0,16,0,2,4,1,6,11,9,3,1,1,1,0,1,0,1,,,,256.0,,
2021-05,18,15,2,3,0,8,21,1,2,6,1,1,0,2,2,23,22,5,1,5,2,1,5,0,0,23,8,0,1,22,4,2,3,7,8,0,3,2,7,1,15,1,7,3,6,3,11,19,0,2,1,2,0,3,4,10,,,,306.0,,
2021-06,18,27,4,4,0,13,9,3,1,1,0,0,0,2,1,23,20,7,6,3,2,1,3,0,2,25,9,1,1,29,3,10,8,4,4,0,0,2,5,0,5,5,7,11,16,4,18,54,0,1,0,13,0,7,5,3,,,,382.0,,
